Image,Status,ErrorDesc,Barcode,CenterCode,RollCourse,RollNo,Ques 1,Ques 2,Ques 3,Ques 4,Ques 5,Ques 6,Ques 7,Ques 8,Ques 9,Ques 10,Ques 11,Ques 12,Ques 13,Ques 14,Ques 15,Ques 16,Ques 17,Ques 18,Ques 19,Ques 20,Ques 21,Ques 22,Ques 23,Ques 24,Ques 25,Ques 26,Ques 27,Ques 28,Ques 29,Ques 30,Ques 31,Ques 32,Ques 33,Ques 34,Ques 35,Ques 36,Ques 37,Ques 38,Ques 39,Ques 40,Ques 41,Ques 42,Ques 43,Ques 44,Ques 45,Ques 46,Ques 47,Ques 48,Ques 49,Ques 50,Ques 51,Ques 52,Ques 53,Ques 54,Ques 55,Ques 56,Ques 57,Ques 58,Ques 59,Ques 60,Ques 61,Ques 62,Ques 63,Ques 64,Ques 65,Ques 66,Ques 67,Ques 68,Ques 69,Ques 70,Ques 71,Ques 72,Ques 73,Ques 74,Ques 75,Ques 76,Ques 77,Ques 78,Ques 79,Ques 80,Ques 81,Ques 82,Ques 83,Ques 84,Ques 85,Ques 86,Ques 87,Ques 88,Ques 89,Ques 90,Ques 91,Ques 92,Ques 93,Ques 94,Ques 95,Ques 96,Ques 97,Ques 98,Ques 99,Ques 100,Ques 101,Ques 102,Ques 103,Ques 104,Ques 105,Ques 106,Ques 107,Ques 108,Ques 109,Ques 110,Ques 111,Ques 112,Ques 113,Ques 114,Ques 115,Ques 116,Ques 117,Ques 118,Ques 119,Ques 120,Ques 121,Ques 122,Ques 123,Ques 124,Ques 125,Ques 126,Ques 127,Ques 128,Ques 129,Ques 130,Ques 131,Ques 132,Ques 133,Ques 134,Ques 135,Ques 136,Ques 137,Ques 138,Ques 139,Ques 140,Ques 141,Ques 142,Ques 143,Ques 144,Ques 145,Ques 146,Ques 147,Ques 148,Ques 149,Ques 150,Ques 151,Ques 152,Ques 153,Ques 154,Ques 155,Ques 156,Ques 157,Ques 158,Ques 159,Ques 160,Ques 161,Ques 162,Ques 163,Ques 164,Ques 165,Ques 166,Ques 167,Ques 168,Ques 169,Ques 170,Ques 171,Ques 172,Ques 173,Ques 174,Ques 175,Ques 176,Ques 177,Ques 178,Ques 179,Ques 180,Ques 181,Ques 182,Ques 183,Ques 184,Ques 185,Ques 186,Ques 187,Ques 188,Ques 189,Ques 190,Ques 191,Ques 192,Ques 193,Ques 194,Ques 195,Ques 196,Ques 197,Ques 198,Ques 199,Ques 200,Ques 201,Ques 202,Ques 203,Ques 204,Ques 205,Ques 206,Ques 207,Ques 208,Ques 209,Ques 210,Ques 211,Ques 212,Ques 213,Ques 214,Ques 215,Ques 216,Ques 217,Ques 218,Ques 219,Ques 220,Ques 221,Ques 222,Ques 223,Ques 224,Ques 225,Ques 226,Ques 227,Ques 228,Ques 229,Ques 230,Ques 231,Ques 232,Ques 233,Ques 234,Ques 235,Ques 236,Ques 237,Ques 238,Ques 239,Ques 240,Ques 241,Ques 242,Ques 243,Ques 244,Ques 245,Ques 246,Ques 247,Ques 248,Ques 249,Ques 250
image0280.jpg,Done,Error in reading groups: RollNo,13127,HW,B,923201,C,B,A,B,,C,C,B,B,A,A,B,A,D,A,A,D,B,D,C,D,D,B,B,C,,B,B,A,C,D,D,C,D,D,B,B,B,D,C,C,D,D,C,D,B,C,C,D,D,D,A,D,D,A,A,A,A,C,C,D,A,C,A,B,A,A,D,D,D,D,A,D,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,A,"B,C",A,D,A,A,C,A,D,C,,C,D,D,D,A,,D,D,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0281.jpg,Done,Error in reading groups: RollNo,13147,HW,B,923203,A,C,C,,,,,A,A,A,B,,,A,A,,,B,,A,D,B,A,C,,D,,,C,C,D,D,D,C,,,C,A,,,,,D,D,,A,C,D,D,D,A,A,D,B,D,D,A,A,,C,,,C,A,A,B,B,D,,D,D,A,A,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,C,D,B,A,C,D,A,D,D,D,D,D,D,C,B,D,,,,D,A,D,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0282.jpg,Done,Error in reading groups: RollNo,13129,HW,B,923204,A,D,A,B,B,D,C,D,C,C,A,C,B,A,A,C,A,D,A,C,A,A,B,A,B,A,D,A,C,A,A,C,D,C,B,D,C,B,D,A,A,D,D,A,C,B,C,D,C,D,D,C,B,D,B,D,A,D,C,C,B,B,D,A,C,B,B,D,D,A,B,D,C,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,A,B,D,D,B,D,D,D,C,C,B,B,A,A,B,C,C,D,D,A,C,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0283.jpg,Done,Error in reading groups: RollNo,13149,HW,B,923208,,,,,,,,,,,,,,,,,,,,,,,,,D,,,A,,,D,,,B,,,B,D,A,,,C,,B,,C,C,A,D,C,D,B,B,,B,B,A,D,C,C,,B,D,A,D,B,A,,,D,D,A,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,D,C,,A,B,,B,D,D,D,,C,,C,A,,,,,D,D,A,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0284.jpg,Done,Error in reading groups: RollNo,13138,HW,B,219320,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,C,A,A,D,A,A,A,D,A,D,B,A,A,C,A,D,C,B,D,A,B,C,D,B,D,D,C,D,D,C,D,C,D,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,A,C,D,D,B,D,D,A,D,A,B,C,A,D,D,C,B,C,A,D,D,C,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0285.jpg,Manually Updated,Error in reading groups: RollNo,13125,HW,B,923211,A,,,,,,,B,,,,,,B,A,D,A,B,B,D,D,D,B,,,,D,A,C,D,D,C,D,A,A,D,,,D,B,,A,A,A,B,,C,C,B,C,,A,,,A,C,A,A,C,C,D,B,,A,B,B,B,D,D,C,B,A,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,D,D,B,A,B,C,C,A,C,B,C,B,B,A,B,A,C,D,B,A,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0286.jpg,Done,Error in reading groups: RollNo,13144,HW,B,923214,C,,A,C,,,B,D,C,,C,A,A,B,B,,C,B,B,A,,D,B,,D,A,D,C,C,C,D,,,,A,B,A,B,A,,,D,,D,B,A,C,B,A,D,C,A,B,D,C,B,A,A,C,C,C,A,D,D,A,B,B,D,A,C,B,D,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,A,A,D,B,B,C,D,C,,,C,A,D,,D,,D,C,A,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0287.jpg,Done,Error in reading groups: RollNo,13146,HW,B,923215,C,B,A,A,A,C,B,B,A,,A,,D,A,,D,A,D,B,C,D,A,A,B,D,B,B,C,A,C,D,D,C,D,,A,,,,C,,,,C,,A,C,,,C,,C,,,A,,A,A,B,B,,,,,,D,C,D,D,C,D,D,C,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,A,A,B,,B,D,C,D,D,A,C,C,,D,B,C,B,C,D,,,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0288.jpg,Done,Error in reading groups: RollNo,13128,HW,B,923217,B,A,B,A,D,C,A,C,B,B,C,D,B,A,A,B,A,B,B,A,A,C,A,C,C,A,D,C,D,C,D,C,B,A,B,B,C,A,B,C,B,D,C,B,B,A,C,D,A,D,A,A,C,B,C,D,A,D,B,C,C,B,C,D,B,A,A,C,D,C,D,D,B,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,B,B,B,D,A,A,D,A,B,C,A,C,D,D,C,C,A,B,D,B,C,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0289.jpg,Done,Error in reading groups: RollNo,13151,HW,B,923218,C,A,C,A,C,B,C,D,B,C,B,A,C,A,B,C,B,A,B,C,A,A,D,D,B,C,C,C,D,B,D,D,C,A,C,C,A,C,C,D,,,,,,,,D,D,D,D,A,C,B,B,C,A,C,B,D,D,C,C,B,C,B,A,B,C,D,A,D,C,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,B,B,D,D,B,D,D,A,D,D,B,C,C,C,A,D,C,D,D,B,D,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0290.jpg,Done,Error in reading groups: RollNo,12121,HW,B,923010,B,C,A,B,D,C,D,B,C,C,,,,,,,A,B,,,,A,,,,,,,,,D,,A,B,,,,,,,,,,,D,,,,,,C,A,B,D,D,C,A,D,C,C,B,A,C,A,D,D,B,D,A,A,D,A,B,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,D,A,D,A,A,D,D,D,A,C,D,C,D,D,B,A,C,D,B,A,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0291.jpg,Done,Error in reading groups: RollNo,12122,HW,B,923011,B,,A,A,B,C,,C,C,A,C,B,A,D,,C,A,B,B,,D,D,A,A,D,C,D,A,C,D,D,B,C,C,D,,B,A,A,B,,,D,D,A,"A,D",,C,A,C,D,A,B,C,B,C,A,,B,,B,C,C,A,D,A,C,C,B,A,B,C,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,C,,D,,B,D,,D,A,C,C,C,A,D,B,A,B,C,B,A,C,C,D,C,D,A,C,D,D,B,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0292.jpg,Done,Error in reading groups: RollNo,12123,HW,B,923012,,,,C,,,A,,C,,,,,B,,B,A,,,,,,,B,,B,,,C,C,D,A,,D,,A,,,,,,C,,B,D,A,,,,,C,A,,B,B,D,,,C,C,B,D,C,A,,B,A,D,A,C,D,A,C,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,D,,B,D,D,A,D,C,,C,B,C,B,A,,D,D,,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0293.jpg,Done,Error in reading groups: RollNo,12129,HW,B,923013,B,C,A,A,D,B,A,C,C,D,A,B,C,C,B,B,C,B,B,A,A,D,A,,A,C,B,C,C,C,C,B,C,B,C,B,C,B,C,A,C,B,D,B,D,A,C,A,D,D,C,A,C,C,B,C,A,D,C,C,A,C,C,A,C,A,B,D,A,A,D,A,C,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,C,B,D,,B,D,,C,A,C,C,C,B,C,B,B,A,D,B,B,C,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0294.jpg,Done,Error in reading groups: RollNo,12124,HW,B,923014,,,,,,,,,C,,,,,,,,,,,,,A,,,C,,,,,A,D,B,D,,,,,,,,,D,,B,,A,C,A,D,D,C,C,B,A,B,D,A,,C,D,,D,C,D,A,B,D,"B,D",A,D,D,D,B,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,B,A,,,,D,C,,D,C,C,,,,,D,,D,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0295.jpg,Done,Error in reading groups: RollNo,12131,HW,B,923015,C,C,A,A,D,D,A,A,A,B,B,B,D,A,A,C,A,B,B,C,D,D,A,C,D,A,D,B,C,D,D,B,C,B,C,A,B,A,B,B,B,C,D,C,D,A,B,D,A,D,C,D,C,D,B,A,B,D,C,A,B,B,C,A,D,B,C,D,C,C,D,B,B,D,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,D,B,D,D,B,D,D,C,D,A,A,C,B,C,B,C,A,D,A,A,C,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0296.jpg,Done,Error in reading groups: RollNo,12132,HW,B,923021,B,B,A,C,D,D,D,A,B,A,C,D,C,C,B,B,A,A,B,D,C,D,D,C,B,A,D,C,B,A,D,C,C,A,C,D,B,B,A,D,C,C,A,C,D,A,C,B,A,C,A,A,D,D,"B,D",D,A,A,C,C,A,B,D,A,A,B,B,D,A,B,A,D,C,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,D,B,B,A,B,D,D,A,C,C,C,C,B,A,B,C,D,D,B,A,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0297.jpg,Done,Error in reading groups: RollNo,12127,HW,B,923022,B,,A,A,C,B,,C,C,A,A,D,,,,C,A,B,B,,D,D,,,D,C,D,C,C,A,B,C,,C,A,,B,A,C,C,B,C,D,C,D,A,C,D,C,D,C,A,,C,C,A,A,A,C,A,C,C,D,A,,B,,C,,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,C,D,B,,D,A,D,C,C,C,A,,B,A,,D,D,B,C,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0298.jpg,Done,Error in reading groups: RollNo,12135,HW,B,923023,C,,A,,,C,,,C,,A,,,B,,,A,,,,A,A,,D,,A,,,,,D,,D,,,,,A,C,,,C,D,,A,,C,,A,D,A,A,,B,D,B,A,A,C,C,A,,C,A,,B,B,D,D,C,D,D,C,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,A,C,,B,A,D,D,D,C,,C,A,D,B,D,,D,D,,D,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0299.jpg,Done,Error in reading groups: RollNo,12128,HW,B,923024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,C,,D,C,,,,,A,,,,D,A,,D,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,D,,A,B,,D,,C,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0300.jpg,Done,Error in reading groups: RollNo,12126,HW,B,923027,C,C,A,A,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,D,C,D,,,A,,B,,,D,,,,,,D,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,C,D,,B,A,,,,,,,B,,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0301.jpg,Done,Error in reading groups: RollNo,12125,HW,B,923030,B,B,B,C,B,D,C,B,A,,B,D,B,B,D,D,A,,C,C,D,D,A,D,D,A,D,C,D,C,D,D,,,C,C,,,,D,,A,D,D,A,A,D,D,A,B,A,A,D,,B,B,A,,B,A,D,B,B,,,A,B,D,A,,D,D,,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,C,C,D,D,B,,D,D,D,D,B,C,B,D,D,D,A,A,B,D,D,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0302.jpg,Done,Error in reading groups: RollNo,12159,HW,B,923031,B,B,A,C,D,D,D,C,,,B,C,C,,,,B,B,B,A,A,C,B,D,D,B,B,B,D,B,B,D,D,C,D,A,,D,A,B,D,C,D,B,A,A,C,C,A,C,,,B,,D,,,,C,C,A,B,D,A,D,B,A,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,A,B,A,B,D,B,D,D,D,D,C,B,D,B,D,D,B,B,D,B,,A,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0303.jpg,Done,Error in reading groups: RollNo,12146,HW,B,923033,C,A,D,A,B,C,A,B,D,D,B,C,,,D,B,C,D,B,A,A,A,C,C,D,A,D,C,D,A,D,C,D,A,A,B,C,D,A,D,B,B,D,C,A,A,B,C,D,D,C,C,B,B,A,C,B,D,B,D,B,B,C,C,A,B,A,C,C,A,D,D,C,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,A,B,A,C,C,A,C,A,C,A,A,C,B,D,C,B,D,B,C,B,A,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0304.jpg,Done,Error in reading groups: RollNo,12130,HW,B,923035,B,A,D,B,D,D,,,C,C,B,D,A,A,C,A,C,D,,C,A,A,A,D,D,,,,C,C,D,,D,A,,D,D,D,C,D,D,C,D,A,D,D,C,C,C,C,C,C,B,D,C,D,A,A,C,D,B,C,D,A,,C,B,D,B,A,C,A,C,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,B,D,B,B,D,A,B,D,A,C,B,C,B,C,B,D,B,C,B,D,"A,B","A,C",A,"B,C","B,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0305.jpg,Done,Error in reading groups: RollNo,12153,HW,B,923037,A,,B,A,,,,B,C,,C,C,B,B,A,B,B,B,C,C,B,D,A,D,A,B,D,B,,C,,,,,A,C,B,A,D,,,D,B,B,D,B,B,A,D,C,C,D,B,D,D,B,A,B,C,C,A,A,D,"A,D",A,B,B,D,A,A,B,B,A,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,D,A,C,B,D,D,B,A,D,A,B,C,D,C,,,B,B,A,D,,B,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0306.jpg,Done,Error in reading groups: RollNo,12154,HW,B,923039,,,A,B,,B,,C,C,,C,,,,,,,,,,C,,,,C,,,,,,,,C,A,,,,B,,,,D,,,,C,C,A,A,D,C,C,B,D,D,C,A,A,B,A,D,C,C,A,,A,D,D,B,B,D,A,A,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,C,B,D,A,B,D,C,D,C,C,B,C,B,D,B,C,A,B,A,,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0307.jpg,Done,Error in reading groups: RollNo,12133,HW,B,923041,B,A,A,C,B,A,C,,C,A,D,,,A,A,,A,B,C,,,D,,D,A,C,B,,B,D,D,D,,,C,C,B,D,D,B,,D,C,C,D,A,C,,A,D,,C,D,D,A,,,A,C,D,,B,C,,,A,B,D,,,,B,C,,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,D,A,D,D,A,D,D,B,,,D,B,D,D,A,,D,C,C,A,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0308.jpg,Done,Error in reading groups: RollNo,12160,HW,B,923043,,A,A,A,,,C,D,C,,,D,A,A,B,A,C,C,,,B,A,B,C,,,,A,D,C,D,D,D,,A,A,B,,D,,,C,C,B,D,B,B,D,A,D,B,A,,D,,,A,D,C,C,A,,C,A,,B,B,D,A,C,D,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,A,D,,,C,,,B,,,B,,D,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0309.jpg,Done,Error in reading groups: RollNo,12156,HW,B,923047,B,A,,A,,,A,B,,B,A,D,,B,A,,A,B,,,,D,,A,B,,,C,C,C,D,D,,,,,,,,A,,,C,C,D,B,C,A,C,D,A,A,,,D,D,A,,C,D,A,B,C,A,,,B,D,A,C,D,A,C,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,B,D,D,C,A,C,A,C,B,,,A,,D,C,,,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0310.jpg,Done,Error in reading groups: RollNo,12149,HW,B,923051,B,A,D,B,D,D,A,C,B,C,A,D,A,A,C,A,C,D,B,C,A,A,A,D,D,B,D,D,C,C,D,D,D,A,C,D,D,D,B,D,D,D,D,A,D,D,C,B,B,C,C,B,D,D,C,D,A,A,B,D,A,D,C,"C,D",C,A,B,D,A,A,D,D,D,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,C,B,D,D,B,D,A,C,B,C,B,C,B,D,B,C,B,D,B,C,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0311.jpg,Done,Error in reading groups: RollNo,12151,HW,B,923052,B,C,A,B,A,D,B,C,A,C,B,,A,B,B,,C,D,C,B,A,A,A,D,D,B,B,D,B,B,,C,C,B,D,,B,A,A,C,B,D,A,,D,,B,B,"B,C","B,C",A,A,D,A,B,D,B,C,C,B,B,C,B,C,C,A,C,B,A,B,C,B,,A,D,C,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,B,D,D,B,D,D,C,C,C,B,C,B,A,D,A,B,A,D,D,B,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0312.jpg,Done,Error in reading groups: RollNo,12155,HW,B,923056,A,,,,B,C,B,B,A,B,C,A,,B,,,A,,B,,C,A,,C,C,D,,C,,C,D,D,D,,A,,,,B,,,,A,,,,A,,,D,C,,,,,A,A,A,C,A,A,D,,A,,,B,D,D,C,D,D,C,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,C,B,D,D,B,D,D,C,C,C,,C,B,,D,,C,D,B,,D,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0313.jpg,Done,Error in reading groups: RollNo,12147,HW,B,923066,A,B,A,B,B,C,C,D,C,B,C,B,,A,C,D,A,A,B,D,A,A,C,D,C,A,C,C,C,B,D,D,D,C,D,C,B,D,C,B,B,,B,C,C,B,D,C,A,D,D,A,D,B,C,D,A,C,"C,D",C,D,A,,A,C,C,B,D,A,B,A,A,C,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,B,C,D,D,B,D,D,C,C,C,B,C,B,D,B,A,D,D,A,C,D,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
